ID,category_labels,Usage
6510,ed_risk,Private
6511,recovery_ed,Private
6512,alpha,Private
6513,pro_ana,Private
6514,trad,Private
6515,recovery_ed,Private
6516,benign,Private
6517,incel_misogyny,Private
6518,bullying,Private
6519,recovery_ed,Private
6520,bullying,Private
6521,benign,Private
6522,incel_misogyny,Private
6523,bullying,Private
6524,extremist,Private
6525,extremist,Private
6526,bullying,Private
6527,alpha,Private
6528,recovery_ed,Private
6529,extremist,Private
6530,extremist,Public
6531,benign,Private
6532,trad,Private
6533,trad,Private
6534,conspiracy,Private
6535,trad,Private
6536,misinfo,Private
6537,misinfo,Private
6538,benign,Private
6539,incel_misogyny,Public
6540,ed_risk,Public
6541,incel_misogyny,Private
6542,benign,Private
6543,benign,Private
6544,incel_misogyny,Private
6545,trad,Private
6546,ed_risk,Private
6547,trad,Private
6548,extremist,Private
6549,pro_ana,Public
6550,misinfo,Private
6551,gamergate,Private
6552,gamergate,Private
6553,recovery_ed,Private
6554,trad,Private
6555,pro_ana,Private
6556,incel_misogyny,Private
6557,incel_misogyny,Private
6558,gamergate,Private
6559,gamergate,Private
6560,alpha,Private
6561,alpha,Private
6562,extremist,Private
6563,trad,Private
6564,recovery_ed,Private
6565,recovery_ed,Private
6566,benign,Private
6567,misinfo,Public
6568,ed_risk,Private
6569,bullying,Private
6570,recovery_ed,Private
6571,alpha,Private
6572,recovery_ed,Private
6573,pro_ana,Private
6574,pro_ana,Private
6575,bullying,Private
6576,pro_ana,Private
6577,bullying,Private
6578,bullying,Private
6579,gamergate,Private
6580,pro_ana,Private
6581,benign,Private
6582,alpha,Private
6583,ed_risk,Private
6584,misinfo,Private
6585,bullying,Private
6586,trad,Private
6587,benign,Public
6588,gamergate,Private
6589,incel_misogyny,Private
6590,benign,Public
6591,benign,Private
6592,hate_speech,Private
6593,recovery_ed,Private
6594,extremist,Private
6595,recovery_ed,Private
6596,pro_ana,Public
6597,benign,Private
6598,misinfo,Private
6599,misinfo,Private
6600,misinfo,Private
6601,bullying,Private
6602,bullying,Private
6603,recovery_ed,Private
6604,hate_speech,Public
6605,trad,Private
6606,ed_risk,Private
6607,recovery_ed,Private
6608,benign,Private
6609,extremist,Private
6610,recovery_ed,Private
6611,pro_ana,Private
6612,trad,Private
6613,recovery_ed,Private
6614,gamergate,Private
6615,conspiracy,Private
6616,benign,Private
6617,extremist,Public
6618,incel_misogyny,Private
6619,incel_misogyny,Private
6620,incel_misogyny,Private
6621,benign,Public
6622,ed_risk,Private
6623,ed_risk,Private
6624,ed_risk,Private
6625,trad,Private
6626,trad,Private
6627,trad,Private
6628,benign,Private
6629,benign,Public
6630,recovery_ed,Private
6631,bullying,Private
6632,incel_misogyny,Private
6633,misinfo,Private
6634,recovery_ed,Private
6635,recovery_ed,Public
6636,conspiracy,Private
6637,gamergate,Private
6638,gamergate,Private
6639,extremist,Private
6640,recovery_ed,Private
6641,alpha,Private
6642,incel_misogyny,Private
6643,benign,Private
6644,conspiracy,Private
6645,misinfo,Public
6646,conspiracy,Private
6647,recovery_ed,Private
6648,pro_ana,Public
6649,ed_risk,Public
6650,misinfo,Private
6651,ed_risk,Private
6652,extremist,Private
6653,recovery_ed,Private
6654,benign,Private
6655,misinfo,Private
6656,misinfo,Public
6657,misinfo,Private
6658,gamergate,Private
6659,conspiracy,Private
6660,recovery_ed,Private
6661,benign,Private
6662,incel_misogyny,Private
6663,bullying,Private
6664,pro_ana,Private
6665,benign,Private
6666,extremist,Private
6667,alpha,Private
6668,gamergate,Private
6669,benign,Private
6670,gamergate,Private
6671,recovery_ed,Private
6672,recovery_ed,Private
6673,extremist,Private
6674,trad,Private
6675,trad,Private
6676,gamergate,Private
6677,benign,Private
6678,benign,Private
6679,benign,Private
6680,bullying,Private
6681,conspiracy,Private
6682,hate_speech,Private
6683,recovery_ed,Public
6684,gamergate,Private
6685,incel_misogyny,Private
6686,hate_speech,Private
6687,conspiracy,Private
6688,ed_risk,Private
6689,incel_misogyny,Private
6690,bullying,Private
6691,trad,Private
6692,pro_ana,Private
6693,gamergate,Private
6694,recovery_ed,Private
6695,trad,Private
6696,alpha,Private
6697,recovery_ed,Private
6698,bullying,Private
6699,benign,Private
6700,recovery_ed,Private
6701,conspiracy,Private
6702,recovery_ed,Public
6703,misinfo,Public
6704,ed_risk,Public
6705,pro_ana,Private
6706,incel_misogyny,Private
6707,trad,Public
6708,recovery_ed,Private
6709,recovery_ed,Private
6710,conspiracy,Private
6711,recovery_ed,Private
6712,benign,Public
6713,hate_speech,Private
6714,ed_risk,Private
6715,benign,Private
6716,trad,Private
6717,benign,Private
6718,bullying,Private
6719,bullying,Public
6720,trad,Private
6721,benign,Private
6722,bullying,Private
6723,ed_risk,Private
6724,extremist,Private
6725,hate_speech,Private
6726,hate_speech,Private
6727,misinfo,Private
6728,misinfo,Private
6729,recovery_ed,Private
6730,hate_speech,Private
6731,misinfo,Private
6732,recovery_ed,Private
6733,recovery_ed,Private
6734,ed_risk,Private
6735,recovery_ed,Private
6736,pro_ana,Public
6737,ed_risk,Private
6738,recovery_ed,Private
6739,recovery_ed,Private
6740,alpha,Private
6741,extremist,Private
6742,hate_speech,Private
6743,ed_risk,Private
6744,alpha,Private
6745,bullying,Private
6746,hate_speech,Private
6747,recovery_ed,Private
6748,benign,Private
6749,pro_ana,Private
6750,gamergate,Private
6751,recovery_ed,Private
6752,benign,Private
6753,benign,Public
6754,recovery_ed,Private
6755,hate_speech,Public
6756,hate_speech,Private
6757,misinfo,Private
6758,gamergate,Private
6759,recovery_ed,Private
6760,recovery_ed,Private
6761,benign,Private
6762,alpha,Private
6763,misinfo,Private
6764,misinfo,Private
6765,misinfo,Private
6766,misinfo,Private
6767,misinfo,Private
6768,misinfo,Public
6769,misinfo,Private
6770,misinfo,Private
6771,misinfo,Private
6772,misinfo,Private
6773,misinfo,Private
6774,misinfo,Private
6775,misinfo,Private
6776,misinfo,Private
6777,misinfo,Private
6778,misinfo,Private
6779,misinfo,Public
6780,misinfo,Public
6781,misinfo,Private
6782,misinfo,Private
6783,misinfo,Private
6784,bullying,Private
6785,trad,Private
6786,trad,Private
6787,bullying,Private
6788,alpha,Private
6789,recovery_ed,Private
6790,ed_risk,Private
6791,ed_risk,Private
6792,benign,Private
6793,benign,Private
6794,trad,Private
6795,extremist,Private
6796,benign,Private
6797,conspiracy,Private
6798,benign,Private
6799,conspiracy,Private
6800,misinfo,Public
6801,misinfo,Private
6802,recovery_ed,Private
6803,benign,Private
6804,pro_ana,Private
6805,benign,Private
6806,alpha,Private
6807,misinfo,Private
6808,misinfo,Public
6809,alpha,Private
6810,recovery_ed,Private
6811,recovery_ed,Private
6812,recovery_ed,Private
6813,gamergate,Private
6814,benign,Private
6815,benign,Private
6816,benign,Private
6817,alpha,Private
6818,pro_ana,Private
6819,pro_ana,Private
6820,trad,Private
6821,gamergate,Private
6822,benign,Private
6823,ed_risk,Private
6824,gamergate,Private
6825,pro_ana,Private
6826,pro_ana,Private
6827,benign,Private
6828,recovery_ed,Private
6829,extremist,Private
6830,conspiracy,Private
6831,hate_speech,Private
6832,trad,Private
6833,trad,Private
6834,incel_misogyny,Private
6835,gamergate,Private
6836,benign,Private
6837,hate_speech,Private
6838,hate_speech,Private
6839,alpha,Private
6840,pro_ana,Private
6841,misinfo,Public
6842,conspiracy,Public
6843,recovery_ed,Private
6844,gamergate,Private
6845,alpha,Private
6846,pro_ana,Private
6847,incel_misogyny,Private
6848,trad,Public
6849,recovery_ed,Public
6850,conspiracy,Private
6851,benign,Private
6852,trad,Private
6853,recovery_ed,Private
6854,recovery_ed,Private
6855,ed_risk,Private
6856,benign,Private
6857,bullying,Public
6858,trad,Private
6859,recovery_ed,Private
6860,incel_misogyny,Private
6861,incel_misogyny,Private
6862,extremist,Private
6863,pro_ana,Private
6864,recovery_ed,Private
6865,misinfo,Private
6866,trad,Private
6867,trad,Private
6868,ed_risk,Private
6869,incel_misogyny,Private
6870,benign,Private
6871,incel_misogyny,Private
6872,pro_ana,Private
6873,alpha,Private
6874,gamergate,Private
6875,gamergate,Public
6876,misinfo,Private
6877,ed_risk,Private
6878,recovery_ed,Private
6879,benign,Private
6880,pro_ana,Private
6881,ed_risk,Private
6882,benign,Private
6883,recovery_ed,Private
6884,pro_ana,Private
6885,alpha,Public
6886,ed_risk,Private
6887,pro_ana,Private
6888,recovery_ed,Private
6889,alpha,Private
6890,ed_risk,Private
6891,conspiracy,Private
6892,benign,Private
6893,recovery_ed,Private
6894,alpha,Private
6895,recovery_ed,Private
6896,alpha,Private
6897,ed_risk,Public
6898,pro_ana,Private
6899,benign,Private
6900,pro_ana,Private
6901,gamergate,Private
6902,conspiracy,Private
6903,gamergate,Private
6904,incel_misogyny,Private
6905,hate_speech,Private
6906,recovery_ed,Private
6907,recovery_ed,Private
6908,extremist,Private
6909,recovery_ed,Private
6910,incel_misogyny,Private
6911,incel_misogyny,Private
6912,trad,Private
6913,trad,Public
6914,hate_speech,Private
6915,recovery_ed,Public
6916,recovery_ed,Private
6917,extremist,Private
6918,incel_misogyny,Public
6919,incel_misogyny,Private
6920,bullying,Private
6921,ed_risk,Private
6922,trad,Public
6923,recovery_ed,Private
6924,benign,Private
6925,bullying,Private
6926,extremist,Private
6927,alpha,Public
6928,bullying,Private
6929,misinfo,Private
6930,incel_misogyny,Private
6931,extremist,Private
6932,benign,Private
6933,hate_speech,Private
6934,incel_misogyny,Private
6935,trad,Private
6936,benign,Private
6937,ed_risk,Private
6938,misinfo,Private
6939,bullying,Public
6940,trad,Private
6941,misinfo,Private
6942,hate_speech,Private
6943,pro_ana,Private
6944,conspiracy,Private
6945,pro_ana,Private
6946,recovery_ed,Private
6947,conspiracy,Private
6948,recovery_ed,Private
6949,conspiracy,Private
6950,conspiracy,Private
6951,incel_misogyny,Private
6952,alpha,Private
6953,gamergate,Private
6954,bullying,Private
6955,bullying,Public
6956,incel_misogyny,Private
6957,benign,Private
6958,ed_risk,Private
6959,extremist,Private
6960,pro_ana,Private
6961,trad,Private
6962,conspiracy,Public
6963,trad,Private
6964,trad,Private
6965,benign,Private
6966,bullying,Private
6967,bullying,Public
6968,gamergate,Private
6969,incel_misogyny,Private
6970,extremist,Private
6971,gamergate,Private
6972,incel_misogyny,Private
6973,bullying,Private
6974,bullying,Private
6975,pro_ana,Public
6976,ed_risk,Private
6977,alpha,Private
6978,extremist,Private
6979,recovery_ed,Public
6980,extremist,Private
6981,misinfo,Private
6982,gamergate,Private
6983,benign,Private
6984,benign,Private
6985,hate_speech,Private
6986,incel_misogyny,Private
6987,ed_risk,Private
6988,gamergate,Private
6989,ed_risk,Private
6990,incel_misogyny,Private
6991,pro_ana,Private
6992,alpha,Private
6993,misinfo,Private
6994,bullying,Private
6995,bullying,Private
6996,recovery_ed,Private
6997,recovery_ed,Private
6998,conspiracy,Private
6999,conspiracy,Private
7000,pro_ana,Private
7001,ed_risk,Private
7002,bullying,Private
7003,extremist,Private
7004,extremist,Private
7005,recovery_ed,Public
7006,incel_misogyny,Private
7007,incel_misogyny,Private
7008,recovery_ed,Public
7009,benign,Public
7010,incel_misogyny,Private
7011,alpha,Private
7012,trad,Private
7013,alpha,Private
7014,recovery_ed,Private
7015,ed_risk,Private
7016,benign,Private
7017,benign,Private
7018,hate_speech,Private
7019,benign,Private
7020,trad,Private
7021,ed_risk,Private
7022,pro_ana,Private
7023,hate_speech,Private
7024,incel_misogyny,Private
7025,extremist,Private
7026,extremist,Private
7027,trad,Private
7028,extremist,Private
7029,bullying,Private
7030,recovery_ed,Private
7031,alpha,Private
7032,trad,Private
7033,incel_misogyny,Private
7034,recovery_ed,Private
7035,incel_misogyny,Private
7036,trad,Private
7037,alpha,Private
7038,extremist,Private
7039,recovery_ed,Private
7040,gamergate,Private
7041,conspiracy,Private
7042,hate_speech,Private
7043,ed_risk,Public
7044,pro_ana,Private
7045,benign,Private
7046,bullying,Private
7047,bullying,Private
7048,trad,Private
7049,benign,Private
7050,misinfo,Private
7051,incel_misogyny,Private
7052,ed_risk,Public
7053,extremist,Private
7054,conspiracy,Private
7055,trad,Private
7056,pro_ana,Private
7057,benign,Private
7058,gamergate,Private
7059,misinfo,Private
7060,pro_ana,Private
7061,misinfo,Private
7062,benign,Private
7063,misinfo,Private
7064,gamergate,Private
7065,ed_risk,Private
7066,incel_misogyny,Private
7067,benign,Private
7068,misinfo,Private
7069,benign,Private
7070,gamergate,Private
7071,benign,Private
7072,benign,Private
7073,hate_speech,Private
7074,extremist,Private
7075,incel_misogyny,Private
7076,ed_risk,Private
7077,gamergate,Private
7078,conspiracy,Private
7079,conspiracy,Private
7080,recovery_ed,Private
7081,misinfo,Private
7082,benign,Private
7083,ed_risk,Private
7084,extremist,Private
7085,benign,Private
7086,recovery_ed,Private
7087,extremist,Private
7088,bullying,Private
7089,bullying,Private
7090,bullying,Private
7091,bullying,Private
7092,bullying,Private
7093,recovery_ed,Private
7094,conspiracy,Private
7095,benign,Private
7096,bullying,Private
7097,bullying,Public
7098,gamergate,Private
7099,misinfo,Private
7100,misinfo,Private
7101,benign,Private
7102,ed_risk,Private
7103,trad,Private
7104,gamergate,Private
7105,gamergate,Public
7106,gamergate,Private
7107,conspiracy,Private
7108,pro_ana,Private
7109,incel_misogyny,Private
7110,recovery_ed,Private
7111,ed_risk,Private
7112,incel_misogyny,Private
7113,extremist,Private
7114,gamergate,Public
7115,conspiracy,Private
7116,gamergate,Public
7117,incel_misogyny,Private
7118,recovery_ed,Private
7119,misinfo,Private
7120,bullying,Private
7121,bullying,Private
7122,bullying,Private
7123,benign,Public
7124,misinfo,Private
7125,recovery_ed,Private
7126,benign,Private
7127,benign,Public
7128,pro_ana,Private
7129,gamergate,Private
7130,extremist,Private
7131,bullying,Private
7132,alpha,Private
7133,conspiracy,Public
7134,misinfo,Public
7135,extremist,Private
7136,benign,Private
7137,gamergate,Private
7138,benign,Private
7139,hate_speech,Private
7140,pro_ana,Private
7141,bullying,Private
7142,recovery_ed,Private
7143,recovery_ed,Private
7144,benign,Private
7145,trad,Private
7146,recovery_ed,Private
7147,ed_risk,Private
7148,conspiracy,Private
7149,recovery_ed,Public
7150,benign,Private
7151,trad,Private
7152,bullying,Private
7153,ed_risk,Private
7154,incel_misogyny,Private
7155,pro_ana,Private
7156,gamergate,Private
7157,hate_speech,Private
7158,bullying,Private
7159,bullying,Private
7160,bullying,Private
7161,trad,Private
7162,benign,Private
7163,bullying,Private
7164,pro_ana,Public
7165,bullying,Private
7166,hate_speech,Private
7167,incel_misogyny,Private
7168,recovery_ed,Private
7169,benign,Private
7170,alpha,Private
7171,trad,Private
7172,extremist,Private
7173,benign,Private
7174,bullying,Private
7175,hate_speech,Public
7176,trad,Private
7177,bullying,Private
7178,bullying,Private
7179,bullying,Private
7180,bullying,Public
7181,recovery_ed,Private
7182,trad,Private
7183,benign,Private
7184,hate_speech,Private
7185,recovery_ed,Private
7186,conspiracy,Private
7187,conspiracy,Private
7188,incel_misogyny,Private
7189,hate_speech,Private
7190,hate_speech,Public
